Date,Close,High,Low,Open,Volume,Ticker
,BA,BA,BA,BA,BA,
2002-01-02,25.23736572265625,25.614932424393842,25.071766203408245,25.528822493715538,3545800,BA
2002-01-03,25.667926788330078,25.83352631599672,25.383095398595586,25.436088460336077,3491900,BA
2002-01-04,26.73438835144043,26.760884882509533,26.111732505557928,26.264086295781127,4081100,BA
2002-01-07,27.1583309173584,27.747865013463745,27.105337839266255,27.1583309173584,6111900,BA
2002-01-08,26.714519500732422,27.622004289231402,26.509175157661755,27.469653012830005,4211000,BA
2002-01-09,26.429691314697266,27.085464170361636,26.164731002664933,26.754265043745626,4574400,BA
2002-01-10,26.389944076538086,26.661527234247785,26.250841062629146,26.562166494685073,2722800,BA
2002-01-11,25.628190994262695,26.46281432191,25.568575042287886,26.389950099846438,3433400,BA
2002-01-14,25.336746215820312,25.63482608843528,25.217514266774327,25.628200687460442,2721400,BA
2002-01-15,26.065366744995117,26.158104610516133,25.4559616469478,25.56856812195062,3246500,BA
2002-01-16,25.184385299682617,25.899774196036095,25.184385299682617,25.60169696321748,3783300,BA
2002-01-17,25.389726638793945,25.61493962248444,24.939295617715267,25.535452538426096,3092700,BA
2002-01-18,25.932884216308594,26.244209576126487,25.190996593906835,25.389718026922157,2805300,BA
2002-01-22,26.350202560424805,26.449563312374828,26.012380552122718,26.297212012407307,2796100,BA
2002-01-23,26.052122116088867,27.04571940454049,25.17113130744111,26.535672493246825,8882200,BA
2002-01-24,26.495929718017578,26.66152927875519,26.098491782986823,26.230969410097895,5671700,BA
2002-01-25,26.81386947631836,26.81386947631836,26.32369639439509,26.515789884960846,3090800,BA
2002-01-28,27.092079162597656,27.15831795174082,26.721135373591586,26.9728473206617,2010200,BA
2002-01-29,26.64827537536621,27.350418274077146,26.555540045259686,27.27092868240164,2640900,BA
2002-01-30,26.495929718017578,26.787384035250216,25.866650881844908,26.396568970835506,3244300,BA
2002-01-31,27.125200271606445,27.125200271606445,26.409809174774697,26.529041024246656,4390700,BA
2002-02-01,27.46302604675293,27.588883309476333,27.09208470865874,27.158323511361743,4728700,BA
2002-02-04,27.224565505981445,27.69487015696724,27.02584654772547,27.522645206789722,4489400,BA
2002-02-05,27.092079162597656,27.48289408297711,26.827118952329347,27.058957241178245,3253200,BA
2002-02-06,27.258373260498047,27.604258246629957,26.97900608173472,27.09208254816895,3395100,BA
2002-02-07,27.31159210205078,27.577655764110304,27.2450742834894,27.3847578963753,2139500,BA
2002-02-08,27.737295150756836,27.870328246453045,27.145300539173714,27.304938224092965,2557500,BA
2002-02-11,28.602012634277344,28.735045758660117,27.750604698060858,27.870334256265775,3976900,BA
2002-02-12,28.701772689819336,28.83480320532609,28.342584208204457,28.43570658401696,4444100,BA
2002-02-13,29.865821838378906,29.92568661413103,28.94789612264486,29.001107846982492,5587900,BA
2002-02-14,29.779346466064453,29.799300543194374,29.26717067476856,29.732785261164405,3145300,BA
