Date,Close,High,Low,Open,Volume,Ticker
,AAPL,AAPL,AAPL,AAPL,AAPL,
2002-01-02,0.34906864166259766,0.34906864166259766,0.32899391923858073,0.3303421352862932,529496800,AAPL
2002-01-03,0.35326337814331055,0.35581046626749757,0.34112861136572115,0.3445742349506272,612007200,AAPL
2002-01-04,0.3549119830131531,0.35880728717770255,0.344424917990712,0.3496684380003947,409976000,AAPL
2002-01-07,0.3430767357349396,0.35955566443462145,0.3408291590386681,0.3553608480161765,444584000,AAPL
2002-01-08,0.3387318253517151,0.34532356330211034,0.3364842481609682,0.3408292340223753,450038400,AAPL
2002-01-09,0.32434943318367004,0.34352564707274635,0.31880639988320497,0.34157840703269016,327835200,AAPL
2002-01-10,0.31805717945098877,0.3215028038956571,0.303375295882672,0.3179078360543209,452737600,AAPL
2002-01-11,0.3153606951236725,0.32719595107625465,0.30861879074633364,0.32045404669891575,348801600,AAPL
2002-01-14,0.31685909628868103,0.3206042322077557,0.31311313526806,0.31476168815775185,415996000,AAPL
2002-01-15,0.3250986635684967,0.32599719943785477,0.3177577327790763,0.3194054610904703,290320800,AAPL
2002-01-16,0.3113152086734772,0.320753544343277,0.30712036781715807,0.320753544343277,566893600,AAPL
2002-01-17,0.33678463101387024,0.3406791118447828,0.32764580269116117,0.32899401914830334,660576000,AAPL
2002-01-18,0.3321400284767151,0.338581596764232,0.3289939160288732,0.32959291479635083,338811200,AAPL
2002-01-22,0.3268965184688568,0.33513598344032286,0.3268965184688568,0.333638423964736,327314400,AAPL
2002-01-23,0.3448738157749176,0.34517415275668334,0.32345085287467995,0.3265969902719147,443279200,AAPL
2002-01-24,0.34772050380706787,0.35221483334395953,0.34307683084330315,0.3432261742701762,344002400,AAPL
2002-01-25,0.34832027554512024,0.35086651396747326,0.3394809374906365,0.3429265616204481,185914400,AAPL
2002-01-28,0.34861990809440613,0.35281475120007444,0.34037961533467603,0.3505671485983576,186446400,AAPL
2002-01-29,0.3456229567527771,0.352664372747709,0.3423275014582191,0.34787053317300143,240324000,AAPL
2002-01-30,0.3609048128128052,0.36165318011396713,0.34367583784768907,0.34562307801388786,471576000,AAPL
2002-01-31,0.37034305930137634,0.370492402683559,0.36120423443367183,0.36195342664926194,468445600,AAPL
2002-02-01,0.36569857597351074,0.37393804044262086,0.36464987185371917,0.36464987185371917,398305600,AAPL
2002-02-04,0.3797813653945923,0.3823276034295893,0.3625523972619143,0.3643502932956008,522373600,AAPL
2002-02-05,0.38127896189689636,0.3892197644400275,0.3757359295284345,0.3758860980147489,456887200,AAPL
2002-02-06,0.36959394812583923,0.3892198431150912,0.36180333749734317,0.38352664110951795,597576000,AAPL
2002-02-07,0.364050954580307,0.378882159982963,0.3607546727675887,0.3692944767129289,347832800,AAPL
2002-02-08,0.3600054383277893,0.3691442651364339,0.3501173941413554,0.36554847177853633,355331200,AAPL
2002-02-11,0.37423765659332275,0.37453801865853653,0.35566131423959274,0.3585070654103553,398602400,AAPL
2002-02-12,0.3701930642127991,0.3751370750701774,0.36629775792813896,0.3694438716462938,224280000,AAPL
2002-02-13,0.3746872842311859,0.3781329089414307,0.36929441950269937,0.37049246717493967,312872000,AAPL
2002-02-14,0.36854520440101624,0.3779835671978842,0.3652489233024778,0.375286284895399,260170400,AAPL
2002-02-15,0.35805821418762207,0.3742376348155393,0.35730902177953655,0.3674965533463117,260187200,AAPL
2002-02-19,0.3388819992542267,0.3576085340705973,0.33678459055025356,0.35596080583226747,390258400,AAPL
2002-02-20,0.34652236104011536,0.3475710651481126,0.3348364473646123,0.3411286720125955,285443200,AAPL
2002-02-21,0.32210272550582886,0.344574371974221,0.3213535081035052,0.3433763242168461,446751200,AAPL
2002-02-22,0.34067901968955994,0.3438251322724776,0.32210268119183966,0.3244996014785891,406476000,AAPL
2002-02-25,0.35670992732048035,0.37034308118577997,0.3349866271878481,0.3423275561922402,426848800,AAPL
2002-02-26,0.35461243987083435,0.3650994789645833,0.348320216414585,0.3582074067733886,260131200,AAPL
2002-02-27,0.32899391651153564,0.3633016666059301,0.3137130096255522,0.3586571696232698,1030159200,AAPL
2002-02-28,0.3250986635684967,0.3384323337954813,0.31985514157605355,0.33184059544809685,456937600,AAPL
2002-03-01,0.35131630301475525,0.35206552046943235,0.3268965895815963,0.32854429291092124,348992000,AAPL
2002-03-04,0.363900750875473,0.3682457366947647,0.34097939923738746,0.34846967293042386,348258400,AAPL
2002-03-05,0.3525151014328003,0.3659980864492528,0.3505670115852299,0.361803269986145,274702400,AAPL
2002-03-06,0.36060434579849243,0.36464981829584725,0.3435255455103376,0.35176585887382084,226206400,AAPL
2002-03-07,0.36524897813796997,0.36749655537463155,0.35371320521059607,0.3604551368218893,258249600,AAPL
2002-03-08,0.36944371461868286,0.3758861078708099,0.36405085059512976,0.370642587235914,269774400,AAPL
2002-03-11,0.37543654441833496,0.3766354424119999,0.3610541940406514,0.36854529375260076,262785600,AAPL
2002-03-12,0.37034305930137634,0.3706425711673006,0.3610540659499302,0.3671969470568335,254055200,AAPL
