Ticker,Weight
AVGO,0.095208555
BK,0.095208555
AMGN,0.095208555
BA,0.11584619
CAT,0.095208555
BLK,0.0954834
DHR,0.11584619
CSCO,0.095208555
GM,0.10157279
BAC,0.095208555
